Artist,Venue,Location,Date,Year,Price,With,Notes,Setlist,Img,HL,VHL,W
Eades,Brudenell Social Club (Main),Leeds,15-Jun,2022,,Katrina,Support,,,0,0,0
Pond,Brudenell Social Club (Main),Leeds,15-Jun,2022,22,Katrina,,Yes,pn150622.jpg,1,1,1
grandson,Kentish Town Forum,London,13-Jun,2022,,Solo,Support,,,0,0,0
Deftones,Kentish Town Forum,London,13-Jun,2022,55.15,Solo,,,,1,1,1
Static Dress,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,Yes,sd120622.jpg,0,0,0
Wargasm,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,,,0,0,0
The Velveteers,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,,,0,0,0
Powerwolf,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,,,0,0,0
Anchor Lane,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,,,0,0,0
Bimini,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,,,0,0,0
Alestorm,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,,,0,0,0
Phoxjaw,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,Yes,pj120622.jpg,0,0,0
Jamie Lenman,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,,,0,0,0
Rise Against,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,,,0,0,0
Volbeat,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,,,0,0,0
Spiritbox,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,,,0,0,0
Korn,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,,,0,0,0
The Darkness,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,,,0,0,0
Boston Manor,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,Yes,bm120622.jpg,0,0,0
Steel Panther,Download Festival,Donington Park,12-Jun,2022,,Katrina,Festival,,,0,0,0
Biffy Clyro,Download Festival,Donington Park,12-Jun,2022,12.5,Katrina,Festival,,,1,1,1
Static Dress,Kentish Town Forum,London,05-Jun,2022,,Solo,Support,Yes,sd050622.jpg,0,0,0
Meet Me @ The Altar,Kentish Town Forum,London,05-Jun,2022,,Solo,Support,,,0,0,0
Holding Absence,Kentish Town Forum,London,05-Jun,2022,10,Solo,,,,1,1,1
Caskets,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
The Suicide Machines,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
Yours Truly,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
"Chunk! No, Captain Chunk!",Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
Silverstein,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
In Her Own Words,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
Hot Water Music,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
Counterparts,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
The Amity Affliction,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
Electric Callboy,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
Stand Atlantic,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
Cancer Bats,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
Knuckle Puck,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
Streetlight Manifesto,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
The Wonder Years,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
The Story So Far,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
The Interrupters,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
Set It Off,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
The Flatliners,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
As December Falls,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
Dropkick Murphys,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
Sum 41,Slam Dunk Festival South,Hatfield,04-Jun,2022,,Solo,,,,0,0,0
Alexisonfire,Slam Dunk Festival South,Hatfield,04-Jun,2022,85,Solo,Festival,,,1,1,1
Pinkshift,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Beauty School,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Between You and Me,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
The Suicide Machines,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Cassyette,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Yours Truly,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
"Chunk! No, Captain Chunk!",Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Hot Milk,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Silverstein,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
The Vandals,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Knuckle Puck,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Streetlight Manifesto,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Hot Mulligan,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Mom Jeans.,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,Yes,mj030622.jpg,0,0,0
The Wonder Years,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
The Story So Far,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Pennywise,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
The Interrupters,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Set It Off,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,Yes,sio030622.jpg,0,0,0
Dropkick Murphys,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
3OH!3,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Neck Deep,Slam Dunk Festival North,Leeds,03-Jun,2022,,Katrina,,,,0,0,0
Alexisonfire,Slam Dunk Festival North,Leeds,03-Jun,2022,81.4,Katrina,Festival,,,1,1,1
Robert Stillman,Manchester Academy 1,Manchester,02-Jun,2022,,Katrina,Support,,,0,0,0
The Smile,Manchester Academy 1,Manchester,02-Jun,2022,55.45,Katrina,,,,1,1,1
Creeper,Leeds Arena,Leeds,01-Jun,2022,,Katrina,Support,,,0,0,0
The Cult,Leeds Arena,Leeds,01-Jun,2022,,Katrina,Support,,,0,0,0
Alice Cooper,Leeds Arena,Leeds,01-Jun,2022,32,Katrina,,,,1,1,1
Barns Courtney,Stadium MK,Milton Keynes,21-May,2022,,Katrina,Support,,,0,0,0
Placebo,Stadium MK,Milton Keynes,21-May,2022,,Katrina,Support,,,0,0,0
My Chemical Romance,Stadium MK,Milton Keynes,21-May,2022,83.75,Katrina,,,,1,1,1
Wilderado,Brixton Academy,London,20-May,2022,,Katrina,Support,,,0,0,0
alt-J,Brixton Academy,London,20-May,2022,43.35,Katrina,,Yes,aj200522.jpg,1,1,1
Placebo,Stadium MK,Milton Keynes,19-May,2022,,Katrina,Support,,,0,0,0
My Chemical Romance,Stadium MK,Milton Keynes,19-May,2022,53.4,Katrina,,,,1,1,1
The Killers,Sheffield Academy,Sheffield,17-May,2022,81.25,Ollie Bass,,,,1,1,1
Dead Pony,Stylus,Leeds,15-May,2022,,Solo,Support,,,0,0,0
Declan Welsh and the Decadent West,Stylus,Leeds,15-May,2022,,Solo,Support,,,0,0,0
Twin Atlantic,Stylus,Leeds,15-May,2022,22.3,Solo,,Yes,ta150522.jpg,1,1,1
Heidi Curtis,Leadmill,Sheffield,14-May,2022,,Solo,Support,,,0,0,0
Paolo Nutini,Leadmill,Sheffield,14-May,2022,40,Solo,,,,1,1,1
Willie J Healey,Subterania,London,11-May,2022,,Solo,Support,,,0,0,0
Jamie T,Subterania,London,11-May,2022,33,Solo,,Yes,jt100522.jpg,1,1,1
Razorlight,Hammersmith Apollo,London,10-May,2022,,Solo,Support,,,0,0,0
Muse,Hammersmith Apollo,London,10-May,2022,97.95,Solo,,,,1,1,1
Muse,Hammersmith Apollo,London,09-May,2022,99,Katrina,,,,1,1,1
Civil Service,Sidney and Matilda (Basement),Sheffield,07-May,2022,,Katrina,Support,,,0,0,0
The Dear Hunter,Sidney and Matilda (Basement),Sheffield,07-May,2022,15.4,Katrina,,Yes,dh070522.jpg,1,1,1
Civil Service,Night and Day Cafe,Manchester,05-May,2022,,Katrina,Support,,,0,0,0
The Dear Hunter,Night and Day Cafe,Manchester,05-May,2022,17.15,Katrina,,Yes,dh050522.jpg,1,1,1
Malevolence,Leeds Arena,Leeds,02-May,2022,,Solo,Support,,,0,0,0
Sleep Token,Leeds Arena,Leeds,02-May,2022,,Solo,Support,,,0,0,0
Architects,Leeds Arena,Leeds,02-May,2022,50.9,Solo,,,,1,1,1
Jetski,Key Club,Leeds,30-Apr,2022,,Solo,Support,Yes,js300422.jpg,0,0,0
Eat Your Heart Out,Key Club,Leeds,30-Apr,2022,,Solo,Support,,,0,0,0
Tiny Moving Parts,Key Club,Leeds,30-Apr,2022,19,Solo,,,,1,1,1
Brass Against,Royal Arena Copenhagen,Copenhagen,23-Apr,2022,,Katrina,Support,,,0,0,0
Tool,Royal Arena Copenhagen,Copenhagen,23-Apr,2022,100.06,Katrina,,,,1,1,1
As Sirens Fall,Key Club,Leeds,20-Apr,2022,,Katrina,Support,,,0,0,0
Delaire The Liar,Key Club,Leeds,20-Apr,2022,,Katrina,Support,,,0,0,0
As Everything Unfolds,Key Club,Leeds,20-Apr,2022,12.85,Katrina,,Yes,aeu200422.jpg,1,1,1
Honeyglaze,Brudenell Social Club (Main),Leeds,12-Apr,2022,,Sam Harper,Support,,,0,0,0
Wet Leg,Brudenell Social Club (Main),Leeds,12-Apr,2022,12.8,Sam Harper,,,,1,1,1
RATTLE,Brudenell Social Club (Main),Leeds,17-Apr,2022,,Katrina,Support,,,0,0,0
TRAAMS,Brudenell Social Club (Main),Leeds,17-Apr,2022,,Katrina,Support,,,0,0,0
Protomartyr,Brudenell Social Club (Main),Leeds,17-Apr,2022,17.9,Katrina,,Yes,pm170422.jpg,1,1,1
Jools,Key Club,Leeds,12-Apr,2022,,Solo,Support,,,0,0,0
Static Dress,Key Club,Leeds,12-Apr,2022,11.4,Solo,,Yes,sd120422.jpg,1,1,1
Frank Turner,The Wardrobe,Leeds,12-Apr,2022,18.49,Solo,,,,1,1,1
Twin Temple,Manchester Arena,Manchester,09-Apr,2022,,Katrina,Support,,,0,0,0
Uncle Acid and the Deadbeats,Manchester Arena,Manchester,09-Apr,2022,,Katrina,Support,Yes,ua090422.jpg,0,0,0
Ghost,Manchester Arena,Manchester,09-Apr,2022,54,Katrina,,,,1,1,1
Lounge Society,Trades Club,Hebden Bridge,03-Apr,2022,,Katrina,Support,,,0,0,0
Warmduscher,Trades Club,Hebden Bridge,03-Apr,2022,18.25,Katrina,,Yes,wd030422.jpg,1,1,1
Tokky Horror,Club 85,Hitchin,31-Mar,2022,,Katrina,Support,,,0,0,0
Enter Shikari,Club 85,Hitchin,31-Mar,2022,15.25,Katrina,,Yes,es310322.jpg,1,1,1
The Escape Artist,The Black Heart,London,27-Mar,2022,,Solo,Support,,,0,0,0
Family Man,The Black Heart,London,27-Mar,2022,,Solo,Support,,,0,0,0
Love Is Noise,The Black Heart,London,27-Mar,2022,13.05,Solo,,,,1,1,1
James And The Cold Gun,Leeds Beckett Students Union,Leeds,19-Mar,2022,,Solo,Support,,,0,0,0
VUKOVI,Leeds Beckett Students Union,Leeds,19-Mar,2022,,Solo,Support,,,0,0,0
Creeper,Leeds Beckett Students Union,Leeds,19-Mar,2022,18.15,Solo,,,,1,1,1
Halestorm,Sheffield Academy,Sheffield,12-Mar,2022,32.93,Katrina,,,,1,1,1
Ready the Prince,The Wardrobe,Leeds,07-Mar,2022,,Katrina,Support,,,0,0,0
Cleopatrick,The Wardrobe,Leeds,07-Mar,2022,15.8,Katrina,,,,1,1,1
Static Dress,Leeds Academy,Leeds,06-Mar,2022,,Solo,Support,,,0,0,0
Holding Absence,Leeds Academy,Leeds,06-Mar,2022,,Solo,Support,Yes,ha060322.jpg,0,0,0
Funeral for a Friend,Leeds Academy,Leeds,06-Mar,2022,15.3,Solo,,,,1,1,1
Pleasure Centre,The Wardrobe,Leeds,05-Mar,2022,,Katrina,Support,,,0,0,0
Lunafall,The Wardrobe,Leeds,05-Mar,2022,,Katrina,Support,,,0,0,0
Airways,The Wardrobe,Leeds,05-Mar,2022,11.75,Katrina,,,,1,1,1
Lucia and The Best Boys,Manchester Apollo,Manchester,04-Mar,2022,,Katrina,Support,,,0,0,0
Wolf Alice,Manchester Apollo,Manchester,04-Mar,2022,33.35,Katrina,,,,1,1,1
Annabel Allum,The Crescent,York,26-Feb,2022,,Katrina,Support,,,0,0,0
She Drew the Gun,The Crescent,York,26-Feb,2022,15.4,Katrina,,Yes,sg260222.jpg,1,1,1
Jools,Stylus,Leeds,15-Feb,2022,,Katrina,Support,,,0,0,0
Movements,Stylus,Leeds,15-Feb,2022,,Katrina,Support,,,0,0,0
Boston Manor,Stylus,Leeds,15-Feb,2022,20.1,Katrina,,Yes,bm150222.jpg,1,1,1
Yard Act,Jumbo Records,Leeds,25-Jan,2022,16.99,Katrina,,,,1,1,1
Bones UK,Leeds Beckett Students Union,Leeds,07-Dec,2021,,Katrina,Support,,,0,0,0
Eagles of Death Metal,Leeds Beckett Students Union,Leeds,07-Dec,2021,27.65,Katrina,,,,1,1,1
Sounds of Swami,Key Club,Leeds,04-Dec,2021,,Katrina,Support,,,0,0,0
Jamie Lenman,Key Club,Leeds,04-Dec,2021,21.05,Katrina,,Yes,jl041221.jpg,1,1,1
Leprous,Warehouse Leeds,Leeds,03-Dec,2021,22.4,Katrina,,Yes,lp031221.jpg,1,1,1
Courting,Stylus,Leeds,18-Nov,2021,,Katrina,Support,,,0,0,0
Sports Team,Stylus,Leeds,18-Nov,2021,18.45,Katrina,,,,1,1,1
Lyoness,Key Club,Leeds,15-Nov,2021,,"Henry, Matt Barnfield","Support, Acoustic",,,0,0,0
Rise Against,Key Club,Leeds,15-Nov,2021,19.99,"Henry, Matt Barnfield",Acoustic,,,1,1,1
Oaths,Satan's Hollow,Manchester,12-Nov,2021,,Katrina,Support,,,0,0,0
Chapter and Verse,Satan's Hollow,Manchester,12-Nov,2021,7.7,Katrina,,Yes,cv121121.jpg,1,1,1
Lynks,Dublin Academy,Dublin,10-Nov,2021,,Katrina,Support,,,0,0,0
Frank Carter,Dublin Academy,Dublin,10-Nov,2021,26.1,Katrina,,,,1,1,1
The Florentinas,Dublin Olympia,Dublin,09-Nov,2021,,Katrina,Support,,,0,0,0
Airways,Dublin Olympia,Dublin,09-Nov,2021,,Katrina,Support,,,0,0,0
Nothing But Thieves,Dublin Olympia,Dublin,09-Nov,2021,34.11,Katrina,,,,1,1,1
As Everything Unfolds,Manchester Academy 3,Manchester,04-Nov,2021,,Solo,Support,,,0,0,0
Yours Truly,Manchester Academy 3,Manchester,04-Nov,2021,,Solo,Support,,,0,0,0
Holding Absence,Manchester Academy 3,Manchester,04-Nov,2021,17.85,Solo,,Yes,ha041121.jpg,1,1,1
Bob Vylan,Cambridge Corn Exchange,Cambridge,30-Oct,2021,,Ollie Bass,Support,,,0,0,0
Biffy Clyro,Cambridge Corn Exchange,Cambridge,30-Oct,2021,47.98,Ollie Bass,,,,1,1,1
Delaire The Liar,Key Club,Leeds,27-Oct,2021,,Katrina,Support,,,0,0,0
Press to Meco,Key Club,Leeds,27-Oct,2021,,Katrina,Support,,,0,0,0
VUKOVI,Key Club,Leeds,27-Oct,2021,12.85,Katrina,,,,1,1,1
Delaire The Liar,Night and Day Cafe,Manchester,24-Oct,2021,,Solo,Support,,,0,0,0
Press to Meco,Night and Day Cafe,Manchester,24-Oct,2021,15.1,Solo,,,,1,1,1
The Altered Hours,Leeds Academy,Leeds,23-Oct,2021,,Florian,Support,,,0,0,0
Fontaines D.C.,Leeds Academy,Leeds,23-Oct,2021,29.63,Florian,,,,1,1,1
Kasabian,Victoria Warehouse,Manchester,22-Oct,2021,47.78,Katrina,,,,1,1,1
Havelocke,Key Club,Leeds,21-Oct,2021,,Katrina,Support,,,0,0,0
James And The Cold Gun,Key Club,Leeds,21-Oct,2021,,Katrina,Support,,,0,0,0
Salem,Key Club,Leeds,21-Oct,2021,11.75,Katrina,,,,1,1,1
The Hazy Janes,The Crescent,York,17-Oct,2021,,Katrina,Support,,,0,0,0
Trueman & the Indoor League,The Crescent,York,17-Oct,2021,,Katrina,Support,,,0,0,0
Avalanche Party,The Crescent,York,17-Oct,2021,7.7,Katrina,,,,1,1,1
The Bug Club,The Crescent,York,11-Oct,2021,,Katrina,Support,,,0,0,0
Willie J Healey,The Crescent,York,11-Oct,2021,11.5,Katrina,,Yes,wjh111021.jpg,1,1,1
Please Remain Calm,Boom 2 (Millwright Street),Leeds,08-Oct,2021,,Katrina,Support,,,0,0,0
Hinata,Boom 2 (Millwright Street),Leeds,08-Oct,2021,,Katrina,Support,,,0,0,0
What? Nah,Boom 2 (Millwright Street),Leeds,08-Oct,2021,,Katrina,Support,,,0,0,0
Redwood,Boom 2 (Millwright Street),Leeds,08-Oct,2021,6.1,Katrina,,Yes,rw080821.jpg,1,1,1
Hushtones,The Crescent,York,04-Oct,2021,,Katrina,Support,,,0,0,0
Red Rum Club,The Crescent,York,04-Oct,2021,12.1,Katrina,,,,1,1,1
thysen,Mabgate Bleach,Leeds,30-Sep,2021,,Katrina,Support,,,0,0,0
Gardenback,Mabgate Bleach,Leeds,30-Sep,2021,,Katrina,Support,,,0,0,0
Frauds,Mabgate Bleach,Leeds,30-Sep,2021,6.89,Katrina,,,,1,1,1
Nova Twins,Sheffield Arena,Sheffield,24-Sep,2021,,Katrina,Support,,,0,0,0
You Me at Six,Sheffield Arena,Sheffield,24-Sep,2021,,Katrina,Support,,,0,0,0
Bring Me the Horizon,Sheffield Arena,Sheffield,24-Sep,2021,51,Katrina,,,,1,1,1
Loathe,Key Club,Leeds,23-Sep,2021,,Solo,Support,,,0,0,0
While She Sleeps,Key Club,Leeds,23-Sep,2021,25.5,Solo,,,,1,1,1
Morning Crush,Roundhouse,London,17-Sep,2021,,Solo,Lost Evenings IV,,,0,0,0
Dream Nails,Roundhouse,London,17-Sep,2021,,Solo,Lost Evenings IV,,,0,0,0
Nova Twins,Roundhouse,London,17-Sep,2021,,Solo,Lost Evenings IV,,,0,0,0
Frank Turner,Roundhouse,London,17-Sep,2021,44.24,Solo,Lost Evenings IV,,,1,1,1
Pet Needs,Roundhouse,London,17-Sep,2021,,Solo,Lost Evenings IV,,,0,0,0
Jamie Lenman,Roundhouse,London,17-Sep,2021,,Solo,Lost Evenings IV,,,0,0,0
Frank Turner,Roundhouse,London,17-Sep,2021,44.24,Solo,Lost Evenings IV,,,1,1,1
Delaire The Liar,Islington Academy,London,16-Sep,2021,,Solo,Support,,,0,0,0
Doll Skin,Islington Academy,London,16-Sep,2021,,Solo,Support,,,0,0,0
Hot Milk,Islington Academy,London,16-Sep,2021,14.25,Solo,,,,1,1,1
Black Honey,Jumbo Records,Leeds,14-Sep,2021,18,Katrina,,Yes,Not yet uploaded.jpg,1,1,1
Dreameater,Bannermans,Edinburgh,10-Sep,2021,,Katrina,Support,,,0,0,0
Sertraline,Bannermans,Edinburgh,10-Sep,2021,11,Katrina,,Yes,st100921.jpg,1,1,1
Scapey and Kush,The Globe,Newcastle,08-Sep,2021,,Katrina,Support,,,0,0,0
Decompose,The Globe,Newcastle,08-Sep,2021,8,Katrina,Static Dress cancelled,,,1,1,1
IDLES,Leeds Beckett Students Union,Leeds,07-Sep,2021,13.5,Katrina,,,,1,1,1
Loathe,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Capdown,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Snuff,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Hellogoodbye,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
As It Is,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Deez Nuts,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Doll Skin,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
McFly,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Static Dress,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,Yes,sd040921.jpg,0,0,0
Wargasm,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Funeral for a Friend,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Lizzy Farrall,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,Yes,lf040921.jpg,0,0,0
VUKOVI,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
spunge,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Skindred,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Bury Tomorrow,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Normandie,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
State Champs,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Anti-Flag,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Waterparks,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Alkaline Trio,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Holding Absence,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Boston Manor,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Frank Turner,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
Creeper,Slam Dunk Festival North,Leeds,04-Sep,2021,,Solo,,,,0,0,0
While She Sleeps,Slam Dunk Festival North,Leeds,04-Sep,2021,78.9,Solo,Festival,,,1,1,1
Porridge Radio,Wide Awake Festival,London,03-Sep,2021,,Katrina,,,,0,0,0
A Certain Ratio,Wide Awake Festival,London,03-Sep,2021,,Katrina,,,,0,0,0
Squid,Wide Awake Festival,London,03-Sep,2021,,Katrina,,,,0,0,0
PVA,Wide Awake Festival,London,03-Sep,2021,,Katrina,,,,0,0,0
Dry Cleaning,Wide Awake Festival,London,03-Sep,2021,,Katrina,,,,0,0,0
Goat Girl,Wide Awake Festival,London,03-Sep,2021,,Katrina,,,,0,0,0
Lynks,Wide Awake Festival,London,03-Sep,2021,,Katrina,,,,0,0,0
The Murder Capital,Wide Awake Festival,London,03-Sep,2021,,Katrina,,,,0,0,0
Slift,Wide Awake Festival,London,03-Sep,2021,,Katrina,,,,0,0,0
black midi,Wide Awake Festival,London,03-Sep,2021,,Katrina,,,,0,0,0
"Black Country, New Road",Wide Awake Festival,London,03-Sep,2021,,Katrina,,,,0,0,0
IDLES,Wide Awake Festival,London,03-Sep,2021,25.65,Katrina,Festival,,,1,1,1
Hot Milk,Kentish Town Forum,London,02-Sep,2021,,Katrina,,,,0,0,0
Trash Boat,Kentish Town Forum,London,02-Sep,2021,,Katrina,,,,0,0,0
Sleep Token,Kentish Town Forum,London,02-Sep,2021,5,Katrina,HMAs 21,,,1,1,1
The Academic,Leeds Festival,Bramham Park,29-Aug,2021,,Katrina,,,,0,0,0
Easy Life,Leeds Festival,Bramham Park,29-Aug,2021,,Katrina,Festival,,,0,0,0
Beabadoobee,Leeds Festival,Bramham Park,29-Aug,2021,,Katrina,,,,0,0,0
You Me at Six,Leeds Festival,Bramham Park,29-Aug,2021,,Katrina,,,,0,0,0
Gender Roles,Leeds Festival,Bramham Park,29-Aug,2021,,Katrina,,,,0,0,0
Two Door Cinema Club,Leeds Festival,Bramham Park,29-Aug,2021,,Katrina,,,,0,0,0
The Wombats,Leeds Festival,Bramham Park,29-Aug,2021,,Katrina,,,,0,0,0
DEAD POET SOCIETY,Leeds Festival,Bramham Park,29-Aug,2021,,Katrina,,,,0,0,0
iDKHOW,Leeds Festival,Bramham Park,29-Aug,2021,,Katrina,,,,0,0,0
Bob Vylan,Leeds Festival,Bramham Park,29-Aug,2021,,Katrina,,,,0,0,0
Badflower,Leeds Festival,Bramham Park,29-Aug,2021,,Katrina,,,,0,0,0
Loathe,Leeds Festival,Bramham Park,29-Aug,2021,,Katrina,,,,0,0,0
Holding Absence,Leeds Festival,Bramham Park,29-Aug,2021,77.4,Katrina,Festival,,,1,1,1
Mabel,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Aitch,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Sea Girls,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Bad Nerves,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Grace McKagan,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Stormzy,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
YONAKA,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Sam Fender,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Don Broco,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Wargasm,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Chapter and Verse,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Demob Happy,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Sports Team,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Boston Manor,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Nothing But Thieves,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Catfish and the Bottlemen,Leeds Festival,Bramham Park,28-Aug,2021,,Katrina,,,,0,0,0
Dinosaur Pile-Up,Leeds Festival,Bramham Park,28-Aug,2021,77.4,Katrina,Festival,,,1,1,1
Baby Queen,Leeds Festival,Bramham Park,27-Aug,2021,,Katrina,,,,0,0,0
Gerry Cinnamon,Leeds Festival,Bramham Park,27-Aug,2021,,Katrina,,,,0,0,0
KSI,Leeds Festival,Bramham Park,27-Aug,2021,,Katrina,,,,0,0,0
Hot Milk,Leeds Festival,Bramham Park,27-Aug,2021,,Katrina,,,,0,0,0
The Struts,Leeds Festival,Bramham Park,27-Aug,2021,,Katrina,,,,0,0,0
Sophie and the Giants,Leeds Festival,Bramham Park,27-Aug,2021,,Katrina,,,,0,0,0
Neck Deep,Leeds Festival,Bramham Park,27-Aug,2021,,Katrina,,,,0,0,0
